;demonimador;numerador;FrequÃªncia;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
434;D15;D22;0;7;129;127;2;7;0
435;D15;D23;0;7;129;127;2;7;0
436;D15;D24;0;7;129;103;26;7;0
437;D15;D25;0;7;129;125;4;7;0
438;D15;D26;0;7;129;127;2;7;0
439;D15;D27;0;7;129;124;5;7;0
440;D15;D28;0;7;129;123;6;7;0
441;D15;D29;0.571428571428571;7;129;91;38;3;4
442;D15;D3;0;7;129;127;2;7;0
443;D15;D30;0.285714285714286;7;129;69;60;5;2
444;D15;D31;0.571428571428571;7;129;116;13;3;4
445;D15;D32;0.142857142857143;7;129;93;36;6;1
446;D15;D33;0.285714285714286;7;129;119;10;5;2
447;D15;D34;0.142857142857143;7;129;127;2;6;1
448;D15;D35;0.142857142857143;7;129;128;1;6;1
449;D15;D36;0.714285714285714;7;129;126;3;2;5
450;D15;D37;0.571428571428571;7;129;111;18;3;4
451;D15;D38;0.285714285714286;7;129;128;1;5;2
452;D15;D39;0;7;129;114;15;7;0
453;D15;D4;0.142857142857143;7;129;126;3;6;1
454;D15;D40;0.571428571428571;7;129;128;1;3;4
455;D15;D41;0.428571428571429;7;129;125;4;4;3
456;D15;D42;0;7;129;126;3;7;0
457;D15;D43;0;7;129;126;3;7;0
458;D15;D44;0.285714285714286;7;129;93;36;5;2
459;D15;D45;0.285714285714286;7;129;119;10;5;2
460;D15;D46;0.285714285714286;7;129;93;36;5;2
461;D15;D47;0.428571428571429;7;129;120;9;4;3
462;D15;D48;0.142857142857143;7;129;104;25;6;1
463;D15;D49;0.285714285714286;7;129;118;11;5;2
464;D15;D5;0.142857142857143;7;129;127;2;6;1
465;D15;D50;0;7;129;127;2;7;0
466;D15;D51;0.142857142857143;7;129;129;0;6;1
467;D15;D52;0;7;129;127;2;7;0
468;D15;D53;0;7;129;127;2;7;0
469;D15;D9;0.142857142857143;7;129;129;0;6;1
470;D16;Fuma;0.421052631578947;19;109;71;38;11;8
471;D16;Cirurgia_coluna;0.470588235294118;17;101;54;47;9;8
472;D16;Aposentado;0.45;20;112;90;22;11;9
473;D16;Desempregado;0.1;20;110;87;23;18;2
474;D16;Licenca_Medica;0.15;20;112;97;15;17;3
475;D16;Aposentado_Invalidez;0.157894736842105;19;112;107;5;16;3
476;D16;Analgésicos;0.9;20;110;40;70;2;18
477;D16;OutraDoenca;0.35;20;110;67;43;13;7
478;D16;Dor_costas;0.95;20;108;36;72;1;19
479;D16;Dor_pernas;0.95;20;107;71;36;1;19
480;D16;Retornar_trabalho;0.411764705882353;17;102;89;13;10;7
481;D16;Masc;0.7;20;116;42;74;6;14
482;D16;Fem;0.3;20;116;74;42;14;6
483;D16;Casado_Amasiado;0.5;20;116;71;45;10;10
484;D16;Solteiro;0.3;20;116;63;53;14;6
485;D16;Separado_Divorciado;0.05;20;116;110;6;19;1
486;D16;X4;0;20;116;113;3;20;0
487;D16;X5;0;20;116;114;2;20;0
488;D16;X6;0.15;20;116;109;7;17;3
489;D16;Livrar_costas;0.894736842105263;19;81;12;69;2;17
490;D16;Livrar_perna;0.105263157894737;19;81;69;12;17;2
491;D16;Livrar_perda_sens;0;19;81;81;0;19;0
492;D16;D1;0;20;116;115;1;20;0
493;D16;D15;0.15;20;116;112;4;17;3
494;D16;D16;1;20;116;116;0;0;20
495;D16;D17;0.05;20;116;112;4;19;1
496;D16;D18;0.05;20;116;101;15;19;1
497;D16;D19;0.05;20;116;110;6;19;1
498;D16;D2;0.05;20;116;109;7;19;1
499;D16;D20;0;20;116;108;8;20;0
500;D16;D21;0.05;20;116;110;6;19;1
501;D16;D22;0;20;116;114;2;20;0
502;D16;D23;0;20;116;114;2;20;0
503;D16;D24;0.1;20;116;92;24;18;2
504;D16;D25;0;20;116;112;4;20;0
505;D16;D26;0;20;116;114;2;20;0
506;D16;D27;0.05;20;116;112;4;19;1
507;D16;D28;0;20;116;110;6;20;0
508;D16;D29;0.8;20;116;90;26;4;16
509;D16;D3;0;20;116;114;2;20;0
510;D16;D30;0.8;20;116;70;46;4;16
511;D16;D31;0.05;20;116;100;16;19;1
512;D16;D32;0.85;20;116;96;20;3;17
513;D16;D33;0.05;20;116;105;11;19;1
514;D16;D34;0.05;20;116;114;2;19;1
515;D16;D35;0.05;20;116;115;1;19;1
516;D16;D36;0.05;20;116;109;7;19;1
517;D16;D37;0.9;20;116;112;4;2;18
518;D16;D38;0;20;116;113;3;20;0
519;D16;D39;0.65;20;116;114;2;7;13
520;D16;D4;0.05;20;116;113;3;19;1
521;D16;D40;0;20;116;111;5;20;0
522;D16;D41;0.2;20;116;113;3;16;4
523;D16;D42;0;20;116;113;3;20;0
524;D16;D43;0;20;116;113;3;20;0
525;D16;D44;0.8;20;116;94;22;4;16
526;D16;D45;0.1;20;116;106;10;18;2
527;D16;D46;0.8;20;116;94;22;4;16
528;D16;D47;0.05;20;116;105;11;19;1
529;D16;D48;0.75;20;116;105;11;5;15
530;D16;D49;0;20;116;103;13;20;0
531;D16;D5;0.05;20;116;114;2;19;1
532;D16;D50;0;20;116;114;2;20;0
533;D16;D51;0.05;20;116;116;0;19;1
534;D16;D52;0;20;116;114;2;20;0
535;D16;D53;0;20;116;114;2;20;0
536;D16;D9;0.05;20;116;116;0;19;1
537;D17;Fuma;0.75;4;124;81;43;1;3
538;D17;Cirurgia_coluna;0.666666666666667;3;115;62;53;1;2
539;D17;Aposentado;0;5;127;96;31;5;0
540;D17;Desempregado;0.2;5;125;101;24;4;1
541;D17;Licenca_Medica;0.4;5;127;111;16;3;2
542;D17;Aposentado_Invalidez;0;5;126;118;8;5;0
543;D17;Analgésicos;0.8;5;125;41;84;1;4
544;D17;OutraDoenca;0;5;125;75;50;5;0
545;D17;Dor_costas;1;5;123;37;86;0;5
546;D17;Dor_pernas;0.4;5;122;69;53;3;2
547;D17;Retornar_trabalho;0;5;114;94;20;5;0
548;D17;Masc;1;5;131;48;83;0;5
549;D17;Fem;0;5;131;83;48;5;0
550;D17;Casado_Amasiado;0.4;5;131;78;53;3;2
551;D17;Solteiro;0.4;5;131;74;57;3;2
552;D17;Separado_Divorciado;0;5;131;124;7;5;0
553;D17;X4;0.2;5;131;129;2;4;1
554;D17;X5;0;5;131;129;2;5;0
555;D17;X6;0;5;131;121;10;5;0
556;D17;Livrar_costas;1;4;96;14;82;0;4
557;D17;Livrar_perna;0;4;96;82;14;4;0
558;D17;Livrar_perda_sens;0;4;96;96;0;4;0
559;D17;D1;0.2;5;131;131;0;4;1
560;D17;D15;0.4;5;131;126;5;3;2
561;D17;D16;0.2;5;131;112;19;4;1
562;D17;D17;1;5;131;131;0;0;5
563;D17;D18;1;5;131;120;11;0;5
564;D17;D19;0.2;5;131;125;6;4;1
565;D17;D2;0.2;5;131;124;7;4;1
566;D17;D20;0;5;131;123;8;5;0
567;D17;D21;0.2;5;131;125;6;4;1
568;D17;D22;0;5;131;129;2;5;0
569;D17;D23;0;5;131;129;2;5;0
570;D17;D24;0.2;5;131;106;25;4;1
571;D17;D25;0;5;131;127;4;5;0
572;D17;D26;0;5;131;129;2;5;0
573;D17;D27;0;5;131;126;5;5;0
574;D17;D28;0;5;131;125;6;5;0
575;D17;D29;0.4;5;131;91;40;3;2
576;D17;D3;0;5;131;129;2;5;0
577;D17;D30;0.2;5;131;70;61;4;1
578;D17;D31;0.2;5;131;115;16;4;1
579;D17;D32;0.2;5;131;95;36;4;1
580;D17;D33;0;5;131;119;12;5;0
581;D17;D34;0;5;131;128;3;5;0
582;D17;D35;0;5;131;129;2;5;0
583;D17;D36;0.4;5;131;125;6;3;2
584;D17;D37;0.6;5;131;112;19;2;3
585;D17;D38;0;5;131;128;3;5;0
586;D17;D39;0.2;5;131;117;14;4;1
587;D17;D4;0;5;131;127;4;5;0
588;D17;D40;0.4;5;131;128;3;3;2
589;D17;D41;0.4;5;131;126;5;3;2
590;D17;D42;0;5;131;128;3;5;0
591;D17;D43;0;5;131;128;3;5;0
592;D17;D44;0;5;131;93;38;5;0
593;D17;D45;0;5;131;119;12;5;0
594;D17;D46;0.2;5;131;94;37;4;1
595;D17;D47;0;5;131;119;12;5;0
596;D17;D48;0;5;131;105;26;5;0
597;D17;D49;0;5;131;118;13;5;0
598;D17;D5;0;5;131;128;3;5;0
599;D17;D50;0;5;131;129;2;5;0
600;D17;D51;0;5;131;130;1;5;0
601;D17;D52;0;5;131;129;2;5;0
602;D17;D53;0;5;131;129;2;5;0
603;D17;D9;0;5;131;130;1;5;0
604;D18;Fuma;0.642857142857143;14;114;77;37;5;9
605;D18;Cirurgia_coluna;0.583333333333333;12;106;58;48;5;7
606;D18;Aposentado;0.125;16;116;87;29;14;2
607;D18;Desempregado;0.25;16;114;93;21;12;4
608;D18;Licenca_Medica;0.1875;16;116;101;15;13;3
609;D18;Aposentado_Invalidez;0.0625;16;115;108;7;15;1
610;D18;Analgésicos;0.866666666666667;15;115;40;75;2;13
611;D18;OutraDoenca;0.3125;16;114;69;45;11;5
612;D18;Dor_costas;0.9375;16;112;36;76;1;15
613;D18;Dor_pernas;0.3125;16;111;61;50;11;5
614;D18;Retornar_trabalho;0.125;16;103;85;18;14;2
615;D18;Masc;0.8125;16;120;45;75;3;13
616;D18;Fem;0.1875;16;120;75;45;13;3
617;D18;Casado_Amasiado;0.375;16;120;71;49;10;6
618;D18;Solteiro;0.5;16;120;69;51;8;8
619;D18;Separado_Divorciado;0;16;120;113;7;16;0
620;D18;X4;0.0625;16;120;118;2;15;1
621;D18;X5;0.0625;16;120;119;1;15;1
622;D18;X6;0;16;120;110;10;16;0
623;D18;Livrar_costas;1;12;88;14;74;0;12
624;D18;Livrar_perna;0;12;88;74;14;12;0
625;D18;Livrar_perda_sens;0;12;88;88;0;12;0
626;D18;D1;0.0625;16;120;120;0;15;1
627;D18;D15;0.125;16;120;115;5;14;2
628;D18;D16;0.0625;16;120;101;19;15;1
629;D18;D17;0.3125;16;120;120;0;11;5
630;D18;D18;1;16;120;120;0;0;16
631;D18;D19;0.25;16;120;117;3;12;4
632;D18;D2;0.25;16;120;116;4;12;4
633;D18;D20;0.3125;16;120;117;3;11;5
634;D18;D21;0.1875;16;120;116;4;13;3
635;D18;D22;0.125;16;120;120;0;14;2
636;D18;D23;0;16;120;118;2;16;0
637;D18;D24;0.25;16;120;98;22;12;4
638;D18;D25;0;16;120;116;4;16;0
639;D18;D26;0.0625;16;120;119;1;15;1
640;D18;D27;0;16;120;115;5;16;0
641;D18;D28;0.0625;16;120;115;5;15;1
642;D18;D29;0.125;16;120;80;40;14;2
643;D18;D3;0.0625;16;120;119;1;15;1
644;D18;D30;0.25;16;120;62;58;12;4
645;D18;D31;0.0625;16;120;104;16;15;1
646;D18;D32;0.0625;16;120;84;36;15;1
647;D18;D33;0;16;120;108;12;16;0
648;D18;D34;0;16;120;117;3;16;0
649;D18;D35;0.0625;16;120;119;1;15;1
650;D18;D36;0.125;16;120;114;6;14;2
651;D18;D37;0.1875;16;120;101;19;13;3
652;D18;D38;0;16;120;117;3;16;0
653;D18;D39;0.0625;16;120;106;14;15;1
654;D18;D4;0.125;16;120;118;2;14;2
655;D18;D40;0.125;16;120;117;3;14;2
656;D18;D41;0.125;16;120;115;5;14;2
657;D18;D42;0.125;16;120;119;1;14;2
658;D18;D43;0.125;16;120;119;1;14;2
659;D18;D44;0;16;120;82;38;16;0
660;D18;D45;0;16;120;108;12;16;0
661;D18;D46;0.125;16;120;84;36;14;2
662;D18;D47;0.0625;16;120;109;11;15;1
663;D18;D48;0;16;120;94;26;16;0
664;D18;D49;0;16;120;107;13;16;0
665;D18;D5;0;16;120;117;3;16;0
666;D18;D50;0;16;120;118;2;16;0
667;D18;D51;0;16;120;119;1;16;0
668;D18;D52;0;16;120;118;2;16;0
669;D18;D53;0.0625;16;120;119;1;15;1
670;D18;D9;0;16;120;119;1;16;0
671;D19;Fuma;0.571428571428571;7;121;79;42;3;4
672;D19;Cirurgia_coluna;0;4;114;59;55;4;0
673;D19;Aposentado;0.285714285714286;7;125;96;29;5;2
674;D19;Desempregado;0.285714285714286;7;123;100;23;5;2
675;D19;Licenca_Medica;0.142857142857143;7;125;108;17;6;1
676;D19;Aposentado_Invalidez;0.142857142857143;7;124;117;7;6;1
677;D19;Analgésicos;0.833333333333333;6;124;41;83;1;5
678;D19;OutraDoenca;0.428571428571429;7;123;76;47;4;3
679;D19;Dor_costas;1;7;121;37;84;0;7
680;D19;Dor_pernas;0.428571428571429;7;120;68;52;4;3
681;D19;Retornar_trabalho;0.428571428571429;7;112;95;17;4;3
682;D19;Masc;1;7;129;48;81;0;7
683;D19;Fem;0;7;129;81;48;7;0
684;D19;Casado_Amasiado;0.428571428571429;7;129;77;52;4;3
685;D19;Solteiro;0.428571428571429;7;129;73;56;4;3
686;D19;Separado_Divorciado;0;7;129;122;7;7;0
687;D19;X4;0.142857142857143;7;129;127;2;6;1
688;D19;X5;0;7;129;127;2;7;0
689;D19;X6;0;7;129;119;10;7;0
690;D19;Livrar_costas;1;5;95;14;81;0;5
691;D19;Livrar_perna;0;5;95;81;14;5;0
692;D19;Livrar_perda_sens;0;5;95;95;0;5;0
693;D19;D1;0;7;129;128;1;7;0
694;D19;D15;0;7;129;122;7;7;0
695;D19;D16;0.142857142857143;7;129;110;19;6;1
696;D19;D17;0.142857142857143;7;129;125;4;6;1
697;D19;D18;0.571428571428571;7;129;117;12;3;4
698;D19;D19;1;7;129;129;0;0;7
699;D19;D2;0.285714285714286;7;129;123;6;5;2
700;D19;D20;0.571428571428571;7;129;125;4;3;4
701;D19;D21;0.571428571428571;7;129;126;3;3;4
702;D19;D22;0.285714285714286;7;129;129;0;5;2
703;D19;D23;0;7;129;127;2;7;0
704;D19;D24;0.571428571428571;7;129;107;22;3;4
705;D19;D25;0.285714285714286;7;129;127;2;5;2
706;D19;D26;0.142857142857143;7;129;128;1;6;1
707;D19;D27;0;7;129;124;5;7;0
708;D19;D28;0;7;129;123;6;7;0
709;D19;D29;0.142857142857143;7;129;88;41;6;1
710;D19;D3;0.285714285714286;7;129;129;0;5;2
711;D19;D30;0.571428571428571;7;129;71;58;3;4
712;D19;D31;0;7;129;112;17;7;0
713;D19;D32;0.142857142857143;7;129;93;36;6;1
714;D19;D33;0;7;129;117;12;7;0
715;D19;D34;0;7;129;126;3;7;0
716;D19;D35;0;7;129;127;2;7;0
717;D19;D36;0;7;129;121;8;7;0
718;D19;D37;0.142857142857143;7;129;108;21;6;1
719;D19;D38;0;7;129;126;3;7;0
720;D19;D39;0.142857142857143;7;129;115;14;6;1
721;D19;D4;0.285714285714286;7;129;127;2;5;2
722;D19;D40;0;7;129;124;5;7;0
723;D19;D41;0;7;129;122;7;7;0
724;D19;D42;0.285714285714286;7;129;128;1;5;2
725;D19;D43;0.142857142857143;7;129;127;2;6;1
726;D19;D44;0;7;129;91;38;7;0
727;D19;D45;0;7;129;117;12;7;0
728;D19;D46;0.285714285714286;7;129;93;36;5;2
729;D19;D47;0.142857142857143;7;129;118;11;6;1
730;D19;D48;0;7;129;103;26;7;0
731;D19;D49;0;7;129;116;13;7;0
732;D19;D5;0;7;129;126;3;7;0
733;D19;D50;0;7;129;127;2;7;0
734;D19;D51;0;7;129;128;1;7;0
735;D19;D52;0;7;129;127;2;7;0
736;D19;D53;0;7;129;127;2;7;0
737;D19;D9;0;7;129;128;1;7;0
738;D2;Fuma;1;8;120;82;38;0;8
739;D2;Cirurgia_coluna;0.6;5;113;61;52;2;3
740;D2;Aposentado;0.25;8;124;95;29;6;2
741;D2;Desempregado;0.375;8;122;100;22;5;3
742;D2;Licenca_Medica;0.25;8;124;108;16;6;2
743;D2;Aposentado_Invalidez;0.125;8;123;116;7;7;1
744;D2;Analgésicos;0.875;8;122;41;81;1;7
745;D2;OutraDoenca;0.5;8;122;76;46;4;4
746;D2;Dor_costas;1;8;120;37;83;0;8
747;D2;Dor_pernas;0.5;8;119;68;51;4;4
748;D2;Retornar_trabalho;0.25;8;111;93;18;6;2
749;D2;Masc;0.75;8;128;46;82;2;6
750;D2;Fem;0.25;8;128;82;46;6;2
751;D2;Casado_Amasiado;0.125;8;128;74;54;7;1
752;D2;Solteiro;0.5;8;128;73;55;4;4
753;D2;Separado_Divorciado;0;8;128;121;7;8;0
754;D2;X4;0.25;8;128;127;1;6;2
755;D2;X5;0;8;128;126;2;8;0
756;D2;X6;0.125;8;128;119;9;7;1
757;D2;Livrar_costas;1;7;93;14;79;0;7
758;D2;Livrar_perna;0;7;93;79;14;7;0
759;D2;Livrar_perda_sens;0;7;93;93;0;7;0
760;D2;D1;0;8;128;127;1;8;0
761;D2;D15;0.125;8;128;122;6;7;1
762;D2;D16;0.125;8;128;109;19;7;1
763;D2;D17;0.125;8;128;124;4;7;1
764;D2;D18;0.5;8;128;116;12;4;4
765;D2;D19;0.25;8;128;123;5;6;2
766;D2;D2;1;8;128;128;0;0;8
767;D2;D20;0.125;8;128;121;7;7;1
768;D2;D21;0.125;8;128;122;6;7;1
769;D2;D22;0;8;128;126;2;8;0
770;D2;D23;0;8;128;126;2;8;0
771;D2;D24;0.375;8;128;105;23;5;3
772;D2;D25;0;8;128;124;4;8;0
773;D2;D26;0;8;128;126;2;8;0
774;D2;D27;0;8;128;123;5;8;0
775;D2;D28;0.125;8;128;123;5;7;1
776;D2;D29;0.125;8;128;87;41;7;1
777;D2;D3;0.25;8;128;128;0;6;2
778;D2;D30;0.25;8;128;68;60;6;2
779;D2;D31;0.125;8;128;112;16;7;1
780;D2;D32;0;8;128;91;37;8;0
781;D2;D33;0;8;128;116;12;8;0
782;D2;D34;0.25;8;128;127;1;6;2
783;D2;D35;0.125;8;128;127;1;7;1
784;D2;D36;0;8;128;120;8;8;0
785;D2;D37;0.125;8;128;107;21;7;1
786;D2;D38;0;8;128;125;3;8;0
787;D2;D39;0;8;128;113;15;8;0
788;D2;D4;0.375;8;128;127;1;5;3
789;D2;D40;0;8;128;123;5;8;0
790;D2;D41;0;8;128;121;7;8;0
791;D2;D42;0;8;128;125;3;8;0
792;D2;D43;0.125;8;128;126;2;7;1
793;D2;D44;0.125;8;128;91;37;7;1
794;D2;D45;0.125;8;128;117;11;7;1
795;D2;D46;0.25;8;128;92;36;6;2
796;D2;D47;0.25;8;128;118;10;6;2
797;D2;D48;0.125;8;128;103;25;7;1
798;D2;D49;0.125;8;128;116;12;7;1
799;D2;D5;0.375;8;128;128;0;5;3
800;D2;D50;0.125;8;128;127;1;7;1
801;D2;D51;0.125;8;128;128;0;7;1
802;D2;D52;0;8;128;126;2;8;0
803;D2;D53;0.125;8;128;127;1;7;1
804;D2;D9;0.125;8;128;128;0;7;1
805;D20;Fuma;0.375;8;120;77;43;5;3
806;D20;Cirurgia_coluna;0.166666666666667;6;112;58;54;5;1
807;D20;Aposentado;0.25;8;124;95;29;6;2
808;D20;Desempregado;0.25;8;122;99;23;6;2
809;D20;Licenca_Medica;0.25;8;124;108;16;6;2
810;D20;Aposentado_Invalidez;0.125;8;123;116;7;7;1
811;D20;Analgésicos;0.857142857142857;7;123;41;82;1;6
812;D20;OutraDoenca;0.25;8;122;74;48;6;2
813;D20;Dor_costas;1;8;120;37;83;0;8
814;D20;Dor_pernas;0.25;8;119;66;53;6;2
815;D20;Retornar_trabalho;0.375;8;111;94;17;5;3
816;D20;Masc;0.625;8;128;45;83;3;5
817;D20;Fem;0.375;8;128;83;45;5;3
818;D20;Casado_Amasiado;0.5;8;128;77;51;4;4
819;D20;Solteiro;0.5;8;128;73;55;4;4
820;D20;Separado_Divorciado;0;8;128;121;7;8;0
821;D20;X4;0;8;128;125;3;8;0
822;D20;X5;0;8;128;126;2;8;0
823;D20;X6;0;8;128;118;10;8;0
824;D20;Livrar_costas;1;7;93;14;79;0;7
825;D20;Livrar_perna;0;7;93;79;14;7;0
826;D20;Livrar_perda_sens;0;7;93;93;0;7;0
827;D20;D1;0;8;128;127;1;8;0
828;D20;D15;0;8;128;121;7;8;0
829;D20;D16;0;8;128;108;20;8;0
830;D20;D17;0;8;128;123;5;8;0
831;D20;D18;0.625;8;128;117;11;3;5
832;D20;D19;0.5;8;128;125;3;4;4
833;D20;D2;0.125;8;128;121;7;7;1
834;D20;D20;1;8;128;128;0;0;8
835;D20;D21;0.5;8;128;125;3;4;4
836;D20;D22;0.25;8;128;128;0;6;2
837;D20;D23;0;8;128;126;2;8;0
838;D20;D24;0.5;8;128;106;22;4;4
839;D20;D25;0.25;8;128;126;2;6;2
840;D20;D26;0.125;8;128;127;1;7;1
841;D20;D27;0;8;128;123;5;8;0
842;D20;D28;0.125;8;128;123;5;7;1
843;D20;D29;0.125;8;128;87;41;7;1
844;D20;D3;0;8;128;126;2;8;0
845;D20;D30;0.625;8;128;71;57;3;5
846;D20;D31;0;8;128;111;17;8;0
847;D20;D32;0;8;128;91;37;8;0
848;D20;D33;0;8;128;116;12;8;0
849;D20;D34;0;8;128;125;3;8;0
850;D20;D35;0;8;128;126;2;8;0
851;D20;D36;0;8;128;120;8;8;0
852;D20;D37;0;8;128;106;22;8;0
853;D20;D38;0;8;128;125;3;8;0
854;D20;D39;0;8;128;113;15;8;0
855;D20;D4;0;8;128;124;4;8;0
856;D20;D40;0;8;128;123;5;8;0
857;D20;D41;0;8;128;121;7;8;0
858;D20;D42;0.25;8;128;127;1;6;2
859;D20;D43;0.25;8;128;127;1;6;2
860;D20;D44;0;8;128;90;38;8;0
861;D20;D45;0;8;128;116;12;8;0
862;D20;D46;0;8;128;90;38;8;0
863;D20;D47;0;8;128;116;12;8;0
864;D20;D48;0;8;128;102;26;8;0
865;D20;D49;0;8;128;115;13;8;0
866;D20;D5;0;8;128;125;3;8;0
867;D20;D50;0;8;128;126;2;8;0
868;D20;D51;0;8;128;127;1;8;0
869;D20;D52;0;8;128;126;2;8;0
870;D20;D53;0.125;8;128;127;1;7;1
871;D20;D9;0;8;128;127;1;8;0
872;D21;Fuma;0.285714285714286;7;121;77;44;5;2
873;D21;Cirurgia_coluna;0;5;113;58;55;5;0
874;D21;Aposentado;0.285714285714286;7;125;96;29;5;2
875;D21;Desempregado;0.142857142857143;7;123;99;24;6;1
876;D21;Licenca_Medica;0.142857142857143;7;125;108;17;6;1
877;D21;Aposentado_Invalidez;0;7;124;116;8;7;0
878;D21;Analgésicos;0.857142857142857;7;123;41;82;1;6
879;D21;OutraDoenca;0.142857142857143;7;123;74;49;6;1
880;D21;Dor_costas;1;7;121;37;84;0;7
881;D21;Dor_pernas;0.285714285714286;7;120;67;53;5;2
882;D21;Retornar_trabalho;0.285714285714286;7;112;94;18;5;2
883;D21;Masc;0.714285714285714;7;129;46;83;2;5
884;D21;Fem;0.285714285714286;7;129;83;46;5;2
885;D21;Casado_Amasiado;0.714285714285714;7;129;79;50;2;5
886;D21;Solteiro;0.285714285714286;7;129;72;57;5;2
887;D21;Separado_Divorciado;0;7;129;122;7;7;0
888;D21;X4;0;7;129;126;3;7;0
889;D21;X5;0;7;129;127;2;7;0
890;D21;X6;0;7;129;119;10;7;0
891;D21;Livrar_costas;1;7;93;14;79;0;7
892;D21;Livrar_perna;0;7;93;79;14;7;0
893;D21;Livrar_perda_sens;0;7;93;93;0;7;0
894;D21;D1;0;7;129;128;1;7;0
895;D21;D15;0;7;129;122;7;7;0
896;D21;D16;0.142857142857143;7;129;110;19;6;1
897;D21;D17;0.142857142857143;7;129;125;4;6;1
898;D21;D18;0.428571428571429;7;129;116;13;4;3
899;D21;D19;0.571428571428571;7;129;126;3;3;4
900;D21;D2;0.142857142857143;7;129;122;7;6;1
901;D21;D20;0.571428571428571;7;129;125;4;3;4
902;D21;D21;1;7;129;129;0;0;7
903;D21;D22;0.142857142857143;7;129;128;1;6;1
904;D21;D23;0;7;129;127;2;7;0
905;D21;D24;0.428571428571429;7;129;106;23;4;3
906;D21;D25;0.285714285714286;7;129;127;2;5;2
907;D21;D26;0.142857142857143;7;129;128;1;6;1
908;D21;D27;0;7;129;124;5;7;0
909;D21;D28;0.142857142857143;7;129;124;5;6;1
910;D21;D29;0.142857142857143;7;129;88;41;6;1
911;D21;D3;0;7;129;127;2;7;0
912;D21;D30;0.714285714285714;7;129;72;57;2;5
913;D21;D31;0;7;129;112;17;7;0
914;D21;D32;0.142857142857143;7;129;93;36;6;1
915;D21;D33;0.285714285714286;7;129;119;10;5;2
916;D21;D34;0;7;129;126;3;7;0
917;D21;D35;0;7;129;127;2;7;0
918;D21;D36;0;7;129;121;8;7;0
919;D21;D37;0.142857142857143;7;129;108;21;6;1
920;D21;D38;0;7;129;126;3;7;0
921;D21;D39;0.142857142857143;7;129;115;14;6;1
922;D21;D4;0;7;129;125;4;7;0
923;D21;D40;0;7;129;124;5;7;0
924;D21;D41;0;7;129;122;7;7;0
925;D21;D42;0.142857142857143;7;129;127;2;6;1
926;D21;D43;0.285714285714286;7;129;128;1;5;2
927;D21;D44;0;7;129;91;38;7;0
928;D21;D45;0;7;129;117;12;7;0
929;D21;D46;0.142857142857143;7;129;92;37;6;1
930;D21;D47;0;7;129;117;12;7;0
931;D21;D48;0;7;129;103;26;7;0
932;D21;D49;0.285714285714286;7;129;118;11;5;2
933;D21;D5;0;7;129;126;3;7;0
934;D21;D50;0;7;129;127;2;7;0
935;D21;D51;0;7;129;128;1;7;0
936;D21;D52;0;7;129;127;2;7;0
937;D21;D53;0.142857142857143;7;129;128;1;6;1
938;D21;D9;0;7;129;128;1;7;0
939;D22;Fuma;0.5;2;126;81;45;1;1
940;D22;Cirurgia_coluna;0;1;117;62;55;1;0
941;D22;Aposentado;0.5;2;130;100;30;1;1
942;D22;Desempregado;0.5;2;128;104;24;1;1
943;D22;Licenca_Medica;0.5;2;130;113;17;1;1
944;D22;Aposentado_Invalidez;0;2;129;121;8;2;0
945;D22;Analgésicos;1;1;129;42;87;0;1
946;D22;OutraDoenca;0;2;128;78;50;2;0
947;D22;Dor_costas;1;2;126;37;89;0;2
948;D22;Dor_pernas;0;2;125;70;55;2;0
949;D22;Retornar_trabalho;0.5;2;117;98;19;1;1
950;D22;Masc;1;2;134;48;86;0;2
951;D22;Fem;0;2;134;86;48;2;0
952;D22;Casado_Amasiado;1;2;134;81;53;0;2
953;D22;Solteiro;0;2;134;75;59;2;0
954;D22;Separado_Divorciado;0;2;134;127;7;2;0
955;D22;X4;0;2;134;131;3;2;0
956;D22;X5;0;2;134;132;2;2;0
957;D22;X6;0;2;134;124;10;2;0
958;D22;Livrar_costas;1;1;99;14;85;0;1
959;D22;Livrar_perna;0;1;99;85;14;1;0
960;D22;Livrar_perda_sens;0;1;99;99;0;1;0
961;D22;D1;0;2;134;133;1;2;0
962;D22;D15;0;2;134;127;7;2;0
963;D22;D16;0;2;134;114;20;2;0
964;D22;D17;0;2;134;129;5;2;0
965;D22;D18;1;2;134;120;14;0;2
966;D22;D19;1;2;134;129;5;0;2
967;D22;D2;0;2;134;126;8;2;0
968;D22;D20;1;2;134;128;6;0;2
969;D22;D21;0.5;2;134;128;6;1;1
970;D22;D22;1;2;134;134;0;0;2
971;D22;D23;0;2;134;132;2;2;0
972;D22;D24;0;2;134;108;26;2;0
973;D22;D25;0;2;134;130;4;2;0
974;D22;D26;0.5;2;134;133;1;1;1
975;D22;D27;0;2;134;129;5;2;0
976;D22;D28;0;2;134;128;6;2;0
977;D22;D29;0;2;134;92;42;2;0
978;D22;D3;0;2;134;132;2;2;0
979;D22;D30;0.5;2;134;73;61;1;1
980;D22;D31;0;2;134;117;17;2;0
981;D22;D32;0;2;134;97;37;2;0
982;D22;D33;0;2;134;122;12;2;0
983;D22;D34;0;2;134;131;3;2;0
984;D22;D35;0;2;134;132;2;2;0
985;D22;D36;0;2;134;126;8;2;0
986;D22;D37;0;2;134;112;22;2;0
987;D22;D38;0;2;134;131;3;2;0
